Aggregate	This FE identifies the aggregate that results from the gathering. It may be expressed either as an adjunct result phrase or as a direct object of a target verb. 'The police gathered the suspects into a line-up.' 'He amassed a collection of shiny bits of tin foil.'	This FE identifies the aggregate that results from the gathering . It may be expressed either as an adjunct result phrase or as a direct object of a target verb . ' The police gathered the suspects into a line - up . ' ' He amassed a collection of shiny bits of tin foil . '
Agreement	The document which encodes the commitment of the Signatory. 'I signed the contract and now the dealership claims they made a mistake, quoted the price too low and now I have to pay them more money. '	The document which encodes the commitment of the Signatory . ' I signed the contract and now the dealership claims they made a mistake , quoted the price too low and now I have to pay them more money . '
Agriculturist	The Agriculturist is the agent cultivating Food.	The Agriculturist is the agent cultivating Food .
Alterant	The Alterant causes a change in the Material.	The Alterant causes a change in the Material .
Amount_of_information	The amount of information exchanged when communication occurs. 'He never really fully communicated his intentions.'	The amount of information exchanged when communication occurs . ' He never really fully communicated his intentions . '
Angle	Angle identifies the amount that the Theme turns. 'Spin the dial a quarter turn.'	Angle identifies the amount that the Theme turns . ' Spin the dial a quarter turn . '
Apparent_conclusion	This FE describes an additional situation or modification that would seem to hold given the rest of the situation. In some cases, it marks a completely separate conclusion than one would draw from the manner of the event in the main clause. As far as we know, this idea is only explicitly marked in English with "as if". 'We have to do our duty as if it matters .' Usually, the Apparent_conclusion contains another FE, either peripheral or extra-thematic, which is non-factive (i.e., it may, but does not necessarily, hold). For these cases, we annotate the other frame-element on the second layer; thus the following should be annotated with Purpose on the second layer. 'As if to guarantee failure , they conducted the study without consulting experts .' 'As if to guarantee failure , they conducted the study without consulting experts .' We do not annotate this FE in cases where we merely infer that a part of the sentence is meant sarcastically, as in the following minimal modification of the above sentence: 'To guarantee failure , they conducted the study without consulting experts .' In this case, we simply annotate the Purpose FE.	This FE describes an additional situation or modification that would seem to hold given the rest of the situation . In some cases , it marks a completely separate conclusion than one would draw from the manner of the event in the main clause . As far as we know , this idea is only explicitly marked in English with " as if " . ' We have to do our duty as if it matters . ' Usually , the Apparent_conclusion contains another FE , either peripheral or extra - thematic , which is non - factive ( i.e. , it may , but does not necessarily , hold ) . For these cases , we annotate the other frame - element on the second layer ; thus the following should be annotated with Purpose on the second layer . ' As if to guarantee failure , they conducted the study without consulting experts . ' ' As if to guarantee failure , they conducted the study without consulting experts . ' We do not annotate this FE in cases where we merely infer that a part of the sentence is meant sarcastically , as in the following minimal modification of the above sentence : ' To guarantee failure , they conducted the study without consulting experts . ' In this case , we simply annotate the Purpose FE .
Area	Area identifies the setting in which the Theme's movement takes place without a specified Path. 'Emily moved restlessly around the room.'@@@Area is the setting in which the Fluid's movement takes place on an unspecified Path. 'The Thames River flows throughout England.'@@@Area is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular and not to consist of a single linear path. Note that this FE should not be used for cases when the same phrase could be used with the same meaning with a non-motion target, since these should be annotated with the Place FE. 'The mouse scurried about.' 'Stop running around the room and sit down!' @@@Area marks expressions which describe a general area in which the motion of Theme and Cotheme takes place when the motion is understood to be irregular and not to consist of a single linear path. Locative setting adjuncts of motion expressions may also be assigned this frame element. 'The police followed the suspects all around town. '@@@The Area in which the Military is conducting operations.@@@The Area is the setting into which the Theme is placed. 'She emptied a wash basket full of towels and deposited them around the house.'@@@The FE Area is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular or not to consist of a single, linear path. Locative setting adjuncts may also be assigned this frame element. 'Kim pushed the lawnmower around the garden.'@@@The place where the overall motion event takes place, thus including Source, Path, and Goal locations. 'Letters streamed in all over the country.' @@@The setting in which the Fluid's movement takes place along an unspecified Path. ' I splattered red paint nearby.'@@@This FE identifies the general Area in which motion takes place when the motion is understood to be irregular or not to consist of a single, linear path. 'Soot-contaminated snow falls in Slovakia's mountainous regions.'@@@This FE identifies the general Area in which motion takes place, used particularly if the motion is understood as following a complex or non-linear path. 'The fly buzzed about the room.'@@@This frame element is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular and not to consist of a single linear path. 'The bikers crisscrossed the desert.' Note that this FE should not be used for any locational modifier which would occur just as naturally with a non-motion predicate, like speech. @@@This frame element is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular and not to consist of a single linear path. Locative setting adjuncts of motion expressions may also be assigned this frame element. 'The bikers rode all over the place.' @@@This frame element is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular or not to consist of a single, linear path. Locative setting adjuncts may also be assigned this frame element. Kim pushed the lawnmower around the garden. @@@This is the Area in which the traveling takes place. This frame element describes the enclosed area inside which travelling, of unspecified Source, Path or Goal takes place. 'We travelled in Europe.'	Area identifies the setting in which the Theme 's movement takes place without a specified Path . ' Emily moved restlessly around the room . '@@@Area is the setting in which the Fluid 's movement takes place on an unspecified Path . ' The Thames River flows throughout England . '@@@Area is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular and not to consist of a single linear path . Note that this FE should not be used for cases when the same phrase could be used with the same meaning with a non - motion target , since these should be annotated with the Place FE . ' The mouse scurried about . ' ' Stop running around the room and sit down ! '@@@Area marks expressions which describe a general area in which the motion of Theme and Cotheme takes place when the motion is understood to be irregular and not to consist of a single linear path . Locative setting adjuncts of motion expressions may also be assigned this frame element . ' The police followed the suspects all around town . '@@@The Area in which the Military is conducting operations .@@@The Area is the setting into which the Theme is placed . ' She emptied a wash basket full of towels and deposited them around the house . '@@@The FE Area is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular or not to consist of a single , linear path . Locative setting adjuncts may also be assigned this frame element . ' Kim pushed the lawnmower around the garden . '@@@The place where the overall motion event takes place , thus including Source , Path , and Goal locations . ' Letters streamed in all over the country . '@@@The setting in which the Fluid 's movement takes place along an unspecified Path . ' I splattered red paint nearby . '@@@This FE identifies the general Area in which motion takes place when the motion is understood to be irregular or not to consist of a single , linear path . ' Soot - contaminated snow falls in Slovakia 's mountainous regions . '@@@This FE identifies the general Area in which motion takes place , used particularly if the motion is understood as following a complex or non - linear path . ' The fly buzzed about the room . '@@@This frame element is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular and not to consist of a single linear path . ' The bikers crisscrossed the desert . ' Note that this FE should not be used for any locational modifier which would occur just as naturally with a non - motion predicate , like speech .@@@This frame element is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular and not to consist of a single linear path . Locative setting adjuncts of motion expressions may also be assigned this frame element . ' The bikers rode all over the place . '@@@This frame element is used for expressions which describe a general area in which motion takes place when the motion is understood to be irregular or not to consist of a single , linear path . Locative setting adjuncts may also be assigned this frame element . Kim pushed the lawnmower around the garden .@@@This is the Area in which the traveling takes place . This frame element describes the enclosed area inside which travelling , of unspecified Source , Path or Goal takes place . ' We travelled in Europe . '
Assailant	The Assailant is a group of armed forces (or, metonymically, their commander or the organization they represent) that encircles, surrounds, or otherwise cuts off the Beseiged in an attempt to force surrender.@@@The person (or other self-directed entity) that is attempting physical harm to the Victim. 'The mysterious fighter attacked the guardsmen with a sabre.'	The Assailant is a group of armed forces ( or , metonymically , their commander or the organization they represent ) that encircles , surrounds , or otherwise cuts off the Beseiged in an attempt to force surrender .@@@The person ( or other self - directed entity ) that is attempting physical harm to the Victim . ' The mysterious fighter attacked the guardsmen with a sabre . '
Asset	The entity that is judged to be valueable which might be lost or damaged by the Harmful_situation. 'She saved countless lives during her short stay on the plantation.'	The entity that is judged to be valueable which might be lost or damaged by the Harmful_situation . ' She saved countless lives during her short stay on the plantation . '
Attack	This FE describes the literal or figurative Attack that the Agent is strengthening the Patient for.	This FE describes the literal or figurative Attack that the Agent is strengthening the Patient for .
Attribute	A characteristic of the Entity for which a quality can be assigned or determined by calculation, measurement, or observation. 'Test to check if the color changes when you place your mouse over the JavaScript image'@@@A characteristic of the Entity for which a value can be assigned or determined by calculation, measurement , or observation. 'We changed the price from $1.26 to $1.27 per pint.'@@@The Attribute is a scalar property that the Item possesses.'Oil rose in price by 2%.'@@@The scale along which the Item ranges in value. 'They increased the price of oil.'	A characteristic of the Entity for which a quality can be assigned or determined by calculation , measurement , or observation . ' Test to check if the color changes when you place your mouse over the JavaScript image '@@@A characteristic of the Entity for which a value can be assigned or determined by calculation , measurement , or observation . ' We changed the price from $ 1.26 to $ 1.27 per pint . '@@@The Attribute is a scalar property that the Item possesses . 'Oil rose in price by 2 % . '@@@The scale along which the Item ranges in value . ' They increased the price of oil . '
Audience	The subset of the population that the Work is targeted towards or released to.	The subset of the population that the Work is targeted towards or released to .
Author	The Author produces a particular Text.@@@The person or entity that is responsible for the detailed construction of the content of the Work. It is normally expressed in place of the Publisher FE, but the Publisher may cooccur with Author, appearing as an adjunct. 	The Author produces a particular Text .@@@The person or entity that is responsible for the detailed construction of the content of the Work . It is normally expressed in place of the Publisher FE , but the Publisher may cooccur with Author , appearing as an adjunct .
Authorities	The Authorities charge the Suspect with commiting a crime, and take him/her into custody.'The police arrested Harry on charges of manslaughter.'	The Authorities charge the Suspect with commiting a crime , and take him / her into custody . 'The police arrested Harry on charges of manslaughter . '
Authority	The Authority (which may be the jury, judge, magistrate or court) decides on the Finding. 'The US International Trade Commission ruled that a 1987 anti-dumping tariff against frozen concentrated orange juice from Brazil could be revoked DNI.'@@@The individual or organization that ends up in possession of the Documents and processes them. 'If an application is late, whether you submitted it late to us or it was held up at your Command, NMETC will not be able to fund registration fees.'	The Authority ( which may be the jury , judge , magistrate or court ) decides on the Finding . ' The US International Trade Commission ruled that a 1987 anti - dumping tariff against frozen concentrated orange juice from Brazil could be revoked DNI . '@@@The individual or organization that ends up in possession of the Documents and processes them . ' If an application is late , whether you submitted it late to us or it was held up at your Command , NMETC will not be able to fund registration fees . '
Avenger	The Avenger exacts revenge from the Offender for the Injury. ' We want to avenge her. '	The Avenger exacts revenge from the Offender for the Injury . ' We want to avenge her . '
Back	This FE indicates that the communication act denoted by the target is in response to an earlier communication act in which the roles of Speaker and Addressee were reversed. This is conceptually akin to the Communication_response frame in which the targets themselves denote the responsive nature of the act.@@@This FE indicates that the communication act denoted by the target is in response to an earlier communication act in which the roles of Speaker and Addressee were reversed. This is conceptually akin to the Communication_response frame in which the targets themselves denote the responsive nature of the act. @@@This FE indicates that the selling act reverses an earlier separate act in which the current Seller bought the Goods from the current Buyer. ' There is a plan for Mercer to buy the ground and sell it back to the club for more money.'	This FE indicates that the communication act denoted by the target is in response to an earlier communication act in which the roles of Speaker and Addressee were reversed . This is conceptually akin to the Communication_response frame in which the targets themselves denote the responsive nature of the act .@@@This FE indicates that the communication act denoted by the target is in response to an earlier communication act in which the roles of Speaker and Addressee were reversed . This is conceptually akin to the Communication_response frame in which the targets themselves denote the responsive nature of the act .@@@This FE indicates that the selling act reverses an earlier separate act in which the current Seller bought the Goods from the current Buyer . ' There is a plan for Mercer to buy the ground and sell it back to the club for more money . '
